Redação,QtdeCaracteres,Intervencao,QtdeSentencasIntervencao,PorcentagemCaracteresIntervencao
"Atualmente eu vejo diversos tipos de jogos de apostas, o mais famoso sem dúvidas é o 'jogo do tigrinho', posso ver centenas de pessoas estão se tornando viciadas nele e perdendo seus bens, como casa, carro, entre outras coisas, eu não tinha noção do quanto esses jogos poderiam ser horríveis, até que meu pai se viciou neles, começou com  ele jogando o 'jogo do tigrinho', depois de ter que vender sua coleção inteira de tenis de luxo, ele se viciou em jogar jogos de cassino on-line, ele apostava quantias pequenas, mas depois começou a apostar cada vez mais e a cada vez que ele perdia, ele apostava números cada vez mais altos, acabou que agora ele está completamente endividados, vendemos nossa casa, nossos carros, roupas de marca, calçados, tudo, para apenas tentar pagar as dívidas, que crescem cada vez mais. É triste ver como que essa situação não aconteceu apenas comigo, mas tabém vem acontecendo com centenas de famílias ao redor do mundo, especialmente no Brasil, espero que um dia as pessoas possam ver o quão ruim e prejudicial esses jogos podem ser para as nossas vidas.",,,,
"Atualmente eu vejo diversos tipos de jogos de apostas, o mais famoso sem dúvidas é o ''jogo do tigrinho'', posso ver centenas de pessoas se viciando nele e perdendo seus bens, como casa, carro, entre outras coisas, eu não tinha noção do quanto esses jogos poderiam ser horríveis, até que meu pai se viciou neles, começou com  ele jogando o ''jogo do tigrinho'', depois de ter que vender sua coleção inteira de tenis de luxo, ele se viciou em jogar jogos de cassino on-line, ele apostava quantias pequenas, mas depois começou a apostar cada vez mais e a cada vez que ele perdia, ele apostava números cada vez mais altos, acabou que agora ele está afogado em dívidas, vendemos nossa casa, nossos carros, roupas de marca, calçados, tudo, para apenas tentar pagar as dívidas, que crescem cada vez mais. É triste ver como que essa situação não aconteceu apenas comigo, mas tabém vem acontecendo com centenas de famílias ao redor do mundo, especialmente no Brasil, espero que um dia as pessoas possam ver o quão ruim e prejudicial esses jogos podem ser para as nossas vidas.",,,,
"No documentário “Garapa”, dirigido por José Padilha, é retratado o árduo panorama da fome e da insegurança alimentar na nação verde-amarelo, com base no acompanhamento do cotidiano de três famílias no estado do Ceará. Tal conjuntura resulta do aumento de preços de produtos de consumo inclusos na cesta básica, que segundo a CNN Brasil, ficou 14,2% mais cara em 2024, o que impacta diretamente a alimentação dos brasileiros. Logo, vê - se a necessidade de que essa problemática ganhe mais importância no âmbito social.Nesse contexto, analisando um estudo realizado pelo IBGE, o Índice Nacional de Preços ao Consumidor Amplo (IPCA) acumulado de 12 meses foi de 5,48%, representando uma alta. Esse índice possui o propósito de medir a variação de preços de produtos e serviços consumidos pela população, determinando a inflação. O aumento dele é um grave problema, pois, por influenciar diretamente o preço de produtos de consumo básico, gera a consequente elevação da insegurança alimentar.Outrossim, o crescimento de preços de ítens essenciais de consumo culmina na substituição de alimentos necessários na dieta humana por outros mais baratos e menos nutritivos. De acordo com o IPCA-15, o preço do ovo subiu 19,5%, e por esse motivo, há a necessidade de priorizar outras fontes de nutrição. Essa forma de driblar a alta de preços é uma adversidade preocupante, pois contribui para a precariedade nutricional.É evidente, portanto, que medidas precisam ser tomadas para solucionar esse impasse, uma vez que o aumento de preços de produtos de consumo básico impacta de forma negativa a alimentação dos brasileiros. Para tanto, a Câmara Interministerial de Segurança Alimentar (Caisan), por meio da elaboração de leis específicas, deve implementar políticas para a distribuição de, além de cestas básicas, mantimentos ricos em proteínas para a parcela da população que recebe até um salário mínimo por integrante da família. Desse modo, a população terá em sua dieta a quantidade necessária de macronutrientes que fornecem energia e estrutura ao corpo.",,,,
"A fome esta presente a anos em nosso pais, ela vem de tempos passados quando muitos sofriam po um ""pedaço de pão"" diante a todasas dificuldades em diversas situações e tempos passados até os dias atuais.  Do mesmo modo podemos afirmar que há inumeras pessoas sofrendo com a fome nesse mesmo momento, de modo que não podemos fazer nada alem de nos preocuparmos e refletirmos como podemos amenizar uma dos maiores causas de mortes e sofrimento em nosso pais.  Certamente muitas pessoas não tem acessoa uma boa alimentação, por vários fatores como um dos principais motivos, o poder aquisitivo referente a classe social de cada ""liderança familiar"" com um baixo salaário para um grande numero de pessoas na família. Tendo que buscar uma alimentação mais ""acessivel"" e nem sempre saudavel.  A fome no Brasil exige ações integradas e sustentáveis, como programas de transferência de renda focados na nutrição e a criação de hortas comunitárias para promover acesso a alimentos saudáveis. Além disso, investir em educação nutricional capacita famílias a fazer boas escolhas alimentares, enquanto políticas que melhorem as condições de trabalho e gerem empregos dignos ajudam a combater a pobreza. A mobilização entre governo, sociedade civil e setor privado é crucial para garantir acesso à alimentação adequada e dignidade para todos, visando a erradicação da fome no país.",,,,
"O lixo têxtil, é mais uma das ameaças ao meio ambiente. Seu descarte,  não tem sido feito corretamente; em tese, o destino dos resíduos têxteis são os aterros sanitários. Mas na verdade, em alguns lugares ou países, as roupas velhas tem servido de relevo para a região. Em realidade, as empresas de tecidos ,  e os seus consumidores não estão dando a devida atenção às consequências ao impacto que pode causar ao planeta.  Ao qual deveriam procurar soluções conscientes de como descartar o lixo de modo correto.  No Brasil, no ano de 2019, produziu 79 milhões de resíduos sólidos de acordo com a Associação Brasileira de Empresa de limpeza pública. Por volta de 170 mil toneladas de enxurro brasileiro são de produtos têxteis, ou sobras de retalhos. Essas estatísticas provam a falta de cuidado à algo tão importante, em relação ao futuro do ecossistema.  Contudo,a parcela descartada de forma adequada,  é menor do que a metade de restos produzidos, sendo 40%. Dessa forma outros 60% dos mesmos , podendo ser reutilizados , acabam em aterros sanitários, indústria de cimento ou sendo utilizados em fundições para queima.  O termo a ser levado em conta ,  é tomando providências cabíveis para sanar danos ambientais, por motivos do mau direcionamento de despejos.  Podendo solucioná-lo investindo na reciclagem , descarte ecológico, logística reversa, e doação. Essas medidas ,  são indispensáveis à redução desses prejuízos.",,,,
"É notório o crescimento da poluição por plástico no Brasil. Tendo em vista que, segundo a Revista Oceana o país despeja anualmente 1,4 milhões de toneladas de plástico no oceano, o que pode levar a graves riscos para a vida marinha. Esse cenário, deriva da negligência governamental que não elabora politicas públicas eficazes para mitigar esse problema, como também da falta de conscientização da sociedade sobre os perigos do consumo excessivo desse poluente.",,,,
asOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no BrasilOs desafios do crescimento da população idosa no Brasil,,,,
"O termo aporofobia foi usado pela primeira vez em meados dos anos 90 pela filósofa espanhola Adela Cortina, que estuda, entre outros temas, a aversão aos pobres. Em 2017, foi escolhido como palavra do ano pela Fundación del Español Urgente (Fundéu) e no mesmo ano foi integrado ao dicionário da língua espanhola. Assim como o termo xenofobia, que quer dizer aversão ou medo direcionado aos estrangeiros, Cortina procurou uma palavra que desse conta de descrever a rejeição aos pobres. Ela defende, aliás, que a verdadeira ""fobia"" só é direcionada contra os estrangeiros pobres e não pelos que detêm recurso financeiro ou boa condição de vida e passam a viver em um novo país. ""A aporofobi... - Veja mais em https://www.uol.com.br/ecoa/ultimas-noticias/2022/01/25/aporofobia-aversao-a-pessoas-pobres-esta-presente-ate-na-arquitetura.htm?cmpid=copiaecola",,,,
"O termo aporofobia foi usado pela primeira vez em meados dos anos 90 pela filósofa espanhola Adela Cortina, que estuda, entre outros temas, a aversão aos pobres. Em 2017, foi escolhido como palavra do ano pela Fundación del Español Urgente (Fundéu) e no mesmo ano foi integrado ao dicionário da língua espanhola. Assim como o termo xenofobia, que quer dizer aversão ou medo direcionado aos estrangeiros, Cortina procurou uma palavra que desse conta de descrever a rejeição aos pobres. Ela defende, aliás, que a verdadeira ""fobia"" só é direcionada contra os estrangeiros pobres e não pelos que detêm recurso financeiro ou boa condição de vida e passam a viver em um novo país. ""A aporofobi... - Veja mais em https://www.uol.com.br/ecoa/ultimas-noticias/2022/01/25/aporofobia-aversao-a-pessoas-pobres-esta-presente-ate-na-arquitetura.htm?cmpid=copiaecola",,,,
"Desde o período colonial , a desigualdade e a pobreza estão presentes no cotidiano brasileiro ,mesmo já na primeira república esse cenário só foi piorando com o passar do tempo , devido á pensamentos e movimentos higiénistas ,como por exemplo o ´´Bota Abaixo´´ocorrido no Rio de Janeiro . E mesmo no século 21 esses pensamentos continuam existindo ,mesmo que com menos força e espaço do que antigamente , mas o problema que por muitas vezes as redes sociais continuam pregando esse tipo de ideia elitista",,,,
"Segundo o sociólogo Jessé Souza, a estrutura social brasileira perpetua desigualdades que marginalizam as expressões das classes populares. Paralelamente, não distante do pensamento sociológico, é evidente os empecilhos para o enfrentamento da violência urbana nas periferias do Brasil. Diante disso, vale ressaltar a negligência governamental e o racismo estrutural como fatores para o agravamento deste quadro.Diante desse panorama, é necessário entender a fragilidade estatal em combater a violência sofrida pelas classes minoritárias. Conforme a obra Belhell, do escritor paraense Edyr Augusto, é possível observar um retrato cru e visceral da marginalização urbana e da violência estrutural em Belém. Análogo à literatura, nota-se a transcendência das ideias retratadas no livro para a realidade brasileira. Isso ocorre devido à opressão por parte do corpo de segurança brasileiro, o qual, ao invés de proteger os indivíduos oriundos de comunidades periféricas, os oprime e inferioriza perante a sociedade. Nesse sentido, a arte de rua, como o grafite e a capoeira, é vista de forma marginalizada, aumentando o número de cidadãos vítimas de violência ao apresentarem sua cultura, a qual é considerada periférica. Essa situação de coerção é perpetuada por uma estrutura social que, historicamente, privilegia representações artísticas vindas de centros urbanos e classes sociais mais altas. Desse modo, a apatia governamental faz-se presente no momento em que o Estado não promove ações para reduzir a discriminação.Ademais, outro fator constituinte desse imbróglio é o racismo enraizado na comunidade como uma barreira para promover a minimização da agressão urbana contra os indivíduos vilipendiados. Consoante à autobiografia “Quarto de Despejo, diário de uma favelada”, a autora Carolina Maria de Jesus relata a opressão de gênero e raça enfrentada na década de 1960. Embora escrito há mais de 60 anos, os relatos da autora se mantêm atuais, haja vista a perpetuação da segregação racial desde os períodos de escravidão, nos quais os negros eram reconhecidos como pessoas inferiores na visão eurocêntrica. Nessa perspectiva, o racismo vivido por esses afrodescendentes fez com que estes fossem afastados dos centros da cidade e, desse modo, vistos de maneira menosprezada, tornando-se vítimas diárias de brutalidades. Assim, nota-se a necessidade de modificar a estrutura social do país. Infere-se, portanto, que o descaso público e a desigualdade racial configuram-se como os dois desafios para combater o desrespeito urbano nas comunidades brasileiras. Para isso, urge ao Ministério da Cultura - órgão responsável por administrar a preservação cultural brasileira - alocar verbas destinadas ao financiamento e incentivo de projetos artísticos locais, por meio de editais públicos, a fim de promover a identidade cultural e resistência contra a violência sobre esses grupos. Além disso, o ministério da educação deve promover, através da mídia, campanhas de sensibilização sobre as consequências da violência, de modo a assegurar a paz. Assim, será possível combater o pensamento do sociólogo Jesse Cunha.",,,,
"a matéria “Arroz está se tornando mais tóxico com mudanças climáticas, aponta novo estudo” de Umsoplaneta retrata o surgimento de problemas na agricultura tradicional.  No estudo cientifico, observa-se um agravamento social pautado pela toxicidades de arrozais brasileiros, na qual a concentração de arsênio inorgânico contamina alimentos e biodiversidade marinha, como peixes e mariscos. Assim, ao inserir a materialização do artigo no contexto mundial, infere-se que as mudanças climáticas  persistem nos problemas ambientais e de saúde populacional. Desse modo, a falta de politicas de apoio e (argumento 2) se tornam pilares pendentes na resolução de tal problemática.",,,,
